n,px,py,k,i,runtime,gflops,Linf,L2
2000,1,64,Y,10000,0.831100,1348.000000,0.992494,0.579886
2000,1,64,N,10000,0.669400,1673.000000,0.000000,-nan
2000,2,32,Y,10000,0.811000,1381.000000,0.992494,0.579877
2000,2,32,N,10000,0.648400,1727.000000,0.982859,-nan
2000,4,16,Y,10000,0.867900,1290.000000,0.992494,0.579879
2000,4,16,N,10000,0.643200,1741.000000,0.982985,-nan
,,,,,,,,
