n,px,py,k,i,runtime,gflops,Linf,L2
2000,8,16,Y,8000,0.588800,1522.000000,0.992493,0.621416
2000,4,48,Y,8000,0.481800,1860.000000,0.992493,0.621384
2000,16,16,Y,8000,0.518000,1730.000000,0.992493,0.621404
2000,6,64,Y,8000,0.483600,1853.000000,0.992493,0.621357
,,,,,,,,
